,engagement_probability,threeXthree,twoXtwo
1533202,0.04784199967980385,0,0
2818417,0.11473765969276428,0,0
1542807,0.303890198469162,0,0
2158611,0.09587328881025314,0,0
3621238,0.0969606339931488,0,0
2505515,0.03549371659755707,0,0
1584205,0.12363243103027344,1,1
2245650,0.18587402999401093,0,0
2073976,0.02708551660180092,0,0
2790334,0.539695143699646,0,0
2608736,0.12075002491474152,0,0
2651307,0.040357109159231186,0,0
2692318,0.040830858051776886,0,0
459248,0.3871147334575653,0,1
180922,0.3818938136100769,0,0
311305,0.46886152029037476,1,1
1843312,0.08106796443462372,0,0
3348539,0.08352644741535187,0,0
1282196,0.32205045223236084,0,0
323875,0.07575168460607529,1,1
1285289,0.048501260578632355,0,0
346637,0.5492069721221924,0,0
1861269,0.5482004880905151,0,0
3624815,0.08329465240240097,0,0
2663297,0.526828944683075,0,0
452636,0.48808515071868896,1,1
2652865,0.032480672001838684,0,0
2393519,0.33715420961380005,0,0
872554,0.3841816782951355,0,0
1238333,0.11451715975999832,1,1
3198166,0.4553316533565521,0,0
3178967,0.4752371311187744,0,0
3420840,0.10770981758832932,0,0
3475630,0.08464545011520386,0,0
827813,0.06220725551247597,0,0
371745,0.08885592222213745,0,0
501699,0.029733644798398018,0,0
2471302,0.04050059989094734,0,0
1308133,0.5945188999176025,0,0
2289484,0.03820379823446274,0,0
1798508,0.046330127865076065,0,0
2647677,0.1440022587776184,0,0
3514088,0.13897834718227386,0,0
1851537,0.16571342945098877,0,0
297106,0.4970272481441498,0,1
1577945,0.10004940629005432,0,0
2817086,0.1332627683877945,0,1
2918863,0.04724593088030815,0,0
985634,0.5423570275306702,0,0
873052,0.5148484706878662,1,1
715280,0.04069219529628754,0,0
662942,0.032368239015340805,0,0
485432,0.05667859688401222,0,0
461424,0.09240493178367615,0,0
2963171,0.08467209339141846,0,0
1077142,0.5347481966018677,0,0
3184221,0.0888427346944809,0,0
2274241,0.10913178324699402,0,0
1189298,0.031426094472408295,0,0
3029012,0.12070257216691971,0,0
218440,0.4237154722213745,0,0
576335,0.07507595419883728,0,0
880507,0.04198162630200386,0,0
3154644,0.028493167832493782,0,0
3039914,0.457832396030426,0,0
270875,0.41171684861183167,1,1
2191086,0.5509706139564514,0,0
2051613,0.1438787877559662,0,0
965334,0.12743070721626282,1,1
1491391,0.05416686460375786,0,0
3171807,0.13886478543281555,0,0
2556243,0.11073509603738785,0,0
2786906,0.035699356347322464,0,0
1100685,0.04030163958668709,0,0
930967,0.1266748458147049,0,0
1685646,0.17790177464485168,0,0
416430,0.13499493896961212,0,0
2061875,0.45551347732543945,1,1
736865,0.047711946070194244,0,0
2295922,0.07305198907852173,0,0
3621031,0.040915898978710175,0,0
208319,0.05597701668739319,0,0
382510,0.47371605038642883,0,0
3487323,0.07367537915706635,1,1
1431142,0.030269645154476166,0,0
2979948,0.48432427644729614,1,1
1609546,0.09745384752750397,0,0
1184247,0.1360127031803131,1,1
2906350,0.3704547584056854,1,1
2739145,0.4311347007751465,0,0
3057945,0.09018994122743607,0,0
3487994,0.06433498114347458,0,0
1370899,0.41694700717926025,1,1
3475132,0.03620082885026932,0,0
1825081,0.3790096640586853,0,0
468663,0.04616904631257057,0,0
2047656,0.4732271134853363,0,0
3472928,0.6177970767021179,1,1
1321574,0.13862493634223938,0,0
1706228,0.11635294556617737,0,0
301473,0.08058296144008636,0,0
386884,0.12467895448207855,0,0
139518,0.07583754509687424,0,0
2480448,0.6037582755088806,1,1
495460,0.03151616081595421,0,0
438242,0.37824735045433044,1,1
180151,0.47760722041130066,0,0
712301,0.4495570659637451,1,1
961974,0.09458141028881073,0,0
1229879,0.09595184028148651,0,0
2535373,0.4968777298927307,1,1
2673167,0.07910166680812836,0,0
3610809,0.07134885340929031,0,0
3415519,0.38753587007522583,0,0
461448,0.042303185909986496,0,0
1090870,0.033479101955890656,0,0
92214,0.459318071603775,1,1
325930,0.09607397019863129,0,0
1453179,0.03286920487880707,0,0
197218,0.4949609339237213,1,1
3055490,0.03830963745713234,0,0
1805618,0.5658317804336548,0,0
2673755,0.038476478308439255,0,0
290997,0.5576296448707581,0,0
2053014,0.06280916184186935,0,0
84746,0.5207998752593994,0,0
3339364,0.4630061388015747,1,1
2428656,0.4933399260044098,0,0
3335550,0.08254330605268478,0,0
388948,0.03324037790298462,0,0
113705,0.05853751301765442,0,0
2278266,0.08815672993659973,0,0
2123428,0.08346318453550339,0,0
467819,0.03254186362028122,0,0
1389852,0.09720736742019653,0,0
834228,0.034547895193099976,0,0
279069,0.08488083630800247,0,0
2131805,0.08543409407138824,0,0
878211,0.4327405095100403,1,1
1988812,0.11180770397186279,0,0
2392468,0.47421029210090637,0,1
2772315,0.03015322797000408,0,0
1709550,0.11699467152357101,0,0
1818934,0.11021032929420471,0,0
3093488,0.11549873650074005,0,0
2527467,0.0299356821924448,0,0
2741563,0.513347864151001,0,0
1127366,0.3899766206741333,0,0
2892441,0.06951256841421127,0,0
999714,0.040130190551280975,0,0
3243996,0.5131305456161499,0,0
1037954,0.177036851644516,1,1
259060,0.06792467087507248,0,0
3639961,0.0631023421883583,0,0
3625581,0.031204789876937866,0,0
1988884,0.10753761231899261,0,0
2319824,0.4051729440689087,0,0
3246671,0.03395167365670204,0,0
1155111,0.08375723659992218,0,0
2842796,0.038182467222213745,0,0
2009284,0.4861907362937927,0,0
133725,0.06121152639389038,0,0
1868249,0.4415532946586609,0,1
1549436,0.15100044012069702,1,1
3227699,0.03943260386586189,0,0
1973261,0.08136368542909622,0,0
3633518,0.04652968421578407,0,0
2763762,0.09261786937713623,0,0
2187876,0.1438443660736084,1,1
1665662,0.056813955307006836,0,0
1602056,0.09865216910839081,0,0
1655365,0.08774435520172119,0,0
2479568,0.03977392241358757,0,0
129835,0.07970309257507324,0,0
1145030,0.10462356358766556,0,0
1502695,0.04051055759191513,0,0
2996158,0.5458904504776001,0,0
960420,0.3750136196613312,0,0
3356256,0.030235521495342255,0,0
1076905,0.0990578681230545,0,0
3390474,0.037919748574495316,0,0
479745,0.02870635688304901,0,0
2614247,0.4938800036907196,1,1
2679487,0.029741520062088966,0,0
1192763,0.04236283153295517,0,0
2731591,0.08551405370235443,0,0
215170,0.15070880949497223,0,0
3294574,0.027541007846593857,0,0
93573,0.061955783516168594,0,0
411882,0.03113342821598053,0,0
3589024,0.042040299624204636,0,0
842109,0.07293064147233963,0,0
1819628,0.3855647146701813,0,0
2576507,0.4033351540565491,1,1
257587,0.06832096725702286,0,0
1125938,0.09349898993968964,0,0
1158058,0.036057863384485245,0,0
297702,0.038782618939876556,0,0
197308,0.4342224597930908,0,0
251680,0.09700551629066467,1,1
2715618,0.08146040141582489,0,0
2390412,0.6055880784988403,1,1
1412302,0.04328431189060211,0,0
848844,0.15764020383358002,0,0
1979956,0.08136608451604843,0,0
349658,0.12115324288606644,0,0
286479,0.16768710315227509,0,0
616370,0.4863240420818329,1,1
2987744,0.47958269715309143,0,1
3621451,0.09365883469581604,0,0
831788,0.13423413038253784,0,0
1253297,0.03898255527019501,0,0
709734,0.439360111951828,1,1
366842,0.08967684954404831,0,0
487020,0.03793277218937874,0,0
3145797,0.043349739164114,0,0
2042383,0.029525047168135643,0,0
1233378,0.04177405312657356,0,0
3564820,0.4620731472969055,0,0
3400927,0.08451777696609497,0,0
2313183,0.11667336523532867,0,0
951007,0.4210192561149597,1,1
2564006,0.08473989367485046,0,1
2455932,0.033244840800762177,0,0
540919,0.04137033969163895,0,0
2825408,0.10243991762399673,0,0
2260240,0.0372481532394886,0,0
2583292,0.12225000560283661,0,0
209398,0.3371383249759674,0,1
2402940,0.04966340214014053,0,0
3175519,0.4114387333393097,1,1
1855469,0.06308155506849289,0,0
3577529,0.44805583357810974,0,0
591266,0.03290027007460594,0,0
1131138,0.6159164309501648,0,0
1558415,0.07649063318967819,0,0
227965,0.029163526371121407,0,0
3597250,0.5296754240989685,0,0
1434783,0.10478635877370834,0,0
1438181,0.53260338306427,1,1
1882533,0.5126311182975769,1,1
3507171,0.486824095249176,0,0
1863785,0.16582322120666504,0,0
1951749,0.4297284185886383,1,1
2579341,0.12421564012765884,0,0
249605,0.051588091999292374,0,0
1815021,0.03058461844921112,0,0
246267,0.14152979850769043,0,0
2887170,0.4905511736869812,0,0
432305,0.4025397300720215,0,0
764128,0.12446344643831253,0,0
454802,0.10725502669811249,0,0
802366,0.3811459243297577,0,0
2295463,0.027698999270796776,0,0
1854436,0.026731295511126518,0,0
2053883,0.04958686605095863,0,0
1240166,0.4359450340270996,0,0
1807157,0.5334006547927856,0,0
308383,0.36214056611061096,0,0
3238078,0.10777392238378525,0,0
1550203,0.4660695195198059,1,1
3101093,0.061803463846445084,0,0
676560,0.42464345693588257,0,0
1439573,0.0837431401014328,0,0
1045129,0.07986557483673096,0,0
933183,0.5215778350830078,1,1
3493426,0.03728603944182396,0,0
180448,0.137043297290802,0,0
3174024,0.14845778048038483,0,0
2126557,0.0634765774011612,0,0
2906045,0.38666635751724243,1,1
925845,0.3450741469860077,0,0
732308,0.12957465648651123,0,0
3146703,0.14793039858341217,0,0
133524,0.041756514459848404,0,0
3004168,0.0687774196267128,0,0
757285,0.036636821925640106,0,0
2333092,0.04596823453903198,0,0
1893049,0.402066171169281,0,0
3282442,0.06518112123012543,0,0
1149215,0.3775228261947632,0,0
3117136,0.03902534022927284,0,0
2236731,0.09566804766654968,0,0
1505964,0.02987878955900669,0,0
1767099,0.23873984813690186,0,0
1164372,0.1722138673067093,1,1
2468354,0.0580788254737854,0,0
3450437,0.10357411205768585,0,0
2931932,0.12317783385515213,0,0
3540080,0.39645498991012573,0,0
1335040,0.12973684072494507,1,1
204579,0.04326322302222252,0,0
2300644,0.3978710472583771,0,0
195628,0.07084093242883682,0,0
2523832,0.4209100008010864,0,0
77873,0.12068315595388412,0,0
2640586,0.03100946918129921,0,0
979262,0.07736319303512573,0,0
2246105,0.053717561066150665,0,0
1223113,0.497622549533844,0,0
3209272,0.5330793857574463,0,0
1971045,0.4754277169704437,1,1
849035,0.1305476576089859,0,0
2161661,0.49709367752075195,0,0
2398962,0.056384216994047165,0,0
3299968,0.042665865272283554,0,0
1304718,0.2362721711397171,0,0
1587475,0.450103759765625,0,0
1809490,0.4317282438278198,1,1
1670600,0.10525466501712799,0,0
2147785,0.047066498547792435,0,0
2626806,0.46828389167785645,0,0
2895161,0.5162968635559082,0,1
415022,0.4521723687648773,1,1
1665472,0.10589533299207687,0,0
337334,0.3822936415672302,0,0
3170273,0.08103117346763611,0,0
2437641,0.10885243862867355,0,0
1986761,0.3926209807395935,0,0
3211877,0.42564013600349426,0,0
3583723,0.04231690615415573,0,0
30877,0.03922143578529358,0,0
451609,0.5224812030792236,0,0
1069854,0.08782646059989929,0,0
1393500,0.06612288951873779,0,0
240114,0.02762799896299839,0,0
3424887,0.04510216787457466,0,0
442544,0.03755493089556694,0,0
3078089,0.028181493282318115,0,0
2041092,0.07874062657356262,0,0
1107680,0.09229432791471481,0,0
2364769,0.16762113571166992,0,0
481853,0.06843902915716171,0,0
1147976,0.18937909603118896,1,1
1344962,0.024120662361383438,0,0
499914,0.027907587587833405,0,0
2404675,0.07748059928417206,0,0
2168734,0.07909762114286423,0,0
218406,0.06309347599744797,0,0
3170014,0.06287512928247452,0,0
1973773,0.48124444484710693,1,1
1242923,0.4375947415828705,1,1
781802,0.3968087434768677,1,1
3401410,0.02620909921824932,0,0
2193345,0.48181042075157166,1,1
3312883,0.10332096368074417,0,0
2167656,0.1299230456352234,0,0
1995056,0.03888162598013878,0,0
979935,0.03115152008831501,0,0
3015526,0.09689345955848694,0,0
1903836,0.08969332277774811,0,0
3159384,0.5058619379997253,0,0
1370892,0.5253464579582214,0,0
1362708,0.10172835737466812,0,0
1627031,0.385211318731308,0,0
1772337,0.12876799702644348,1,1
1451674,0.07027795165777206,0,0
730009,0.09072872251272202,0,0
2855741,0.4545798599720001,0,0
1684196,0.028679320588707924,0,0
3435632,0.5181678533554077,1,1
857746,0.06849169731140137,0,0
1138648,0.1447697877883911,0,0
275225,0.048394739627838135,0,0
2405434,0.25057852268218994,0,0
23356,0.1368764340877533,0,0
1270346,0.07656649500131607,0,0
2973191,0.034952256828546524,0,0
3481578,0.07550106197595596,0,0
2510494,0.04662508890032768,0,0
2565962,0.10570403188467026,0,0
2822570,0.1437734216451645,0,0
885721,0.035540685057640076,0,0
1506768,0.11426738649606705,0,0
2899825,0.1259135603904724,0,0
3320436,0.16866162419319153,0,0
468195,0.11322012543678284,0,0
3182204,0.08965771645307541,0,0
2690944,0.08375247567892075,0,0
142850,0.5317075848579407,0,0
3183652,0.06393200904130936,0,0
2368461,0.04828769341111183,0,0
2316421,0.4751247465610504,1,1
1229538,0.20772583782672882,0,0
655367,0.446044385433197,0,0
2591538,0.49845370650291443,0,0
389743,0.056304771453142166,0,0
1761803,0.050477124750614166,0,0
460607,0.03263724222779274,0,0
682257,0.07927725464105606,0,0
245851,0.10151505470275879,0,0
2317528,0.029735304415225983,0,0
2076380,0.11528769135475159,0,0
3489536,0.4563142955303192,0,0
24823,0.036288101226091385,0,0
111853,0.11010774224996567,0,0
432775,0.02785620093345642,0,0
508502,0.49403056502342224,1,1
943345,0.029316207394003868,0,0
3087743,0.49200311303138733,0,0
2963881,0.35550495982170105,0,0
3620469,0.5323354601860046,0,0
2722878,0.09549517184495926,0,0
2567306,0.09072743356227875,0,0
4216,0.09778934717178345,0,0
3349108,0.032468345016241074,0,0
481411,0.5590644478797913,0,0
1964988,0.037500619888305664,0,0
3611422,0.04215709865093231,0,0
251826,0.13210433721542358,1,1
3253562,0.3083529472351074,1,1
236925,0.41785913705825806,0,0
353026,0.09877873957157135,0,0
519608,0.11807188391685486,0,0
704765,0.36160922050476074,0,0
2351359,0.405729740858078,0,0
2498622,0.5072593092918396,1,1
3634254,0.3148525059223175,0,1
1756047,0.0406721867620945,0,0
47717,0.046525754034519196,0,0
3199996,0.031054211780428886,0,0
2162438,0.038395244628190994,0,0
286449,0.09072365611791611,0,0
312303,0.10313136875629425,0,0
2787829,0.0951189324259758,0,0
2448047,0.12008200585842133,0,0
1605847,0.4198012351989746,0,0
2324130,0.05299169570207596,0,0
1541273,0.030466806143522263,0,0
569693,0.43953660130500793,0,0
1802954,0.08233247697353363,0,0
3431506,0.5670669078826904,1,1
2721880,0.11823014914989471,0,0
3456135,0.03199176490306854,0,0
873104,0.10607700794935226,0,0
548045,0.4528566598892212,1,1
527953,0.04557011276483536,0,0
333877,0.030987117439508438,0,0
2992698,0.44874992966651917,1,1
3183664,0.031910594552755356,0,0
2345400,0.07900921255350113,0,0
3615378,0.42357632517814636,1,1
89383,0.04879122972488403,0,0
706617,0.08788025379180908,0,0
3479350,0.10751044005155563,0,0
3549720,0.03841023147106171,0,0
