,engagement_probability,threeXthree,twoXtwo
1444983,0.027027318254113197,0,0
1293330,0.15093079209327698,0,0
1245402,0.5382384061813354,0,0
1945246,0.1467917114496231,0,0
2737516,0.5002986788749695,0,0
19258,0.07848463207483292,0,0
1492490,0.07819345593452454,0,0
1760572,0.026610178872942924,0,0
1563519,0.050561387091875076,0,0
2116494,0.09541121870279312,1,1
2502718,0.08065640181303024,0,0
1655365,0.08774435520172119,0,0
2617727,0.02727784402668476,0,0
3390321,0.08087358623743057,0,0
2527585,0.09122742712497711,0,0
1392679,0.03923877701163292,0,0
3312333,0.047009918838739395,0,0
3430436,0.6139446496963501,1,1
2404422,0.03935796022415161,0,0
1127814,0.09822405129671097,0,0
1594533,0.052978694438934326,0,0
1286858,0.032319579273462296,0,0
3484588,0.1470811367034912,0,0
732908,0.030010590329766273,0,0
2514499,0.03209969028830528,0,0
218756,0.4689587950706482,1,1
2062766,0.4368304908275604,0,0
3192066,0.029427282512187958,0,0
2333546,0.07535428553819656,0,0
603526,0.4374140501022339,1,1
3346890,0.11090360581874847,0,0
3022793,0.03609374538064003,0,0
51,0.6337424516677856,1,1
2989176,0.030853811651468277,0,0
2247085,0.3096592128276825,0,1
2303009,0.34332630038261414,0,0
1065902,0.032358407974243164,0,0
952917,0.04036363959312439,0,0
3356778,0.04161963611841202,0,0
56269,0.08357847481966019,0,0
2647182,0.5703307390213013,1,1
3340555,0.10491122305393219,1,1
1820183,0.09099920839071274,0,0
462365,0.11914636939764023,0,0
2819927,0.07932121306657791,0,0
3591790,0.40143710374832153,0,0
2343487,0.05312461405992508,0,0
8302,0.030807582661509514,0,0
2820251,0.04875939339399338,0,0
3274638,0.1109679713845253,0,0
2828782,0.37264716625213623,1,1
3340151,0.5006046891212463,1,1
2026187,0.39125174283981323,0,0
2510935,0.09862564504146576,0,0
2162930,0.3891047239303589,0,1
2009543,0.41044795513153076,0,0
633969,0.40249717235565186,0,0
3389226,0.09196159988641739,0,0
3350769,0.034718580543994904,0,0
1386856,0.5220417976379395,0,0
3321591,0.4716455638408661,1,1
134642,0.03390948474407196,0,0
1643869,0.6017352342605591,0,0
1162951,0.03879190608859062,0,0
2700967,0.08700215816497803,0,0
3393566,0.06923653185367584,0,0
2455132,0.10108574479818344,0,0
3121821,0.11827785521745682,1,1
825360,0.07168886065483093,0,0
3134691,0.5058314204216003,0,0
768743,0.06722836196422577,0,0
1737268,0.132686048746109,0,0
2206589,0.5177925229072571,1,1
3455563,0.4959487020969391,0,0
1367298,0.13103578984737396,0,0
1306197,0.07515126466751099,0,0
897403,0.12315336614847183,0,0
3459129,0.11418788880109787,0,0
2660683,0.039579156786203384,0,0
769818,0.5137506723403931,0,0
372225,0.10557883232831955,0,0
2828293,0.41353797912597656,1,1
2968640,0.08757287263870239,0,0
2955387,0.03241964057087898,0,0
1723679,0.059240542352199554,0,0
1891330,0.5372307896614075,0,0
1381607,0.05243587866425514,0,0
117265,0.4151824414730072,0,0
997482,0.1467881202697754,0,0
1263869,0.42864561080932617,0,0
1512153,0.34358546137809753,1,1
1667513,0.15836289525032043,0,0
32245,0.19761793315410614,0,0
2046530,0.5405849814414978,1,1
1803625,0.10713765025138855,0,0
800909,0.512214720249176,1,1
216809,0.47919678688049316,0,0
2419355,0.07644958049058914,0,0
2337287,0.3840498924255371,0,0
2703353,0.3569836914539337,0,0
888147,0.1668582409620285,0,0
3128048,0.12760426104068756,0,0
2439919,0.4800608456134796,0,0
2542200,0.038256578147411346,0,0
454428,0.47312262654304504,0,0
472787,0.41017061471939087,0,0
670997,0.13620947301387787,1,1
1611104,0.09561168402433395,0,0
484238,0.5540608167648315,0,0
1219721,0.4397302567958832,1,1
2961656,0.46651360392570496,1,1
1996055,0.11426664888858795,0,0
1813013,0.031396735459566116,0,0
2783050,0.11800985783338547,0,0
1648436,0.07987505942583084,0,0
2333899,0.45623689889907837,1,1
1240840,0.10758881270885468,0,0
2849138,0.398065447807312,0,0
1675238,0.4473150670528412,1,1
77726,0.024644801393151283,0,0
2891161,0.11685492098331451,0,0
1486259,0.0775226578116417,0,0
74068,0.028970587998628616,0,0
2393502,0.4006578028202057,1,1
1312224,0.47680363059043884,1,1
1092377,0.3452429175376892,1,1
3487324,0.4713856875896454,0,0
2000090,0.07012221217155457,0,0
1617076,0.5469028949737549,0,0
1319581,0.4149521291255951,0,1
1819298,0.10364384949207306,0,0
3474555,0.07600434869527817,0,0
446003,0.045402076095342636,0,0
420187,0.572256863117218,1,1
872475,0.06170215457677841,0,0
3355085,0.0807042270898819,0,0
1615078,0.07329048961400986,0,0
3645979,0.11091948300600052,0,0
186697,0.4158953130245209,0,0
3387278,0.10706419497728348,0,0
2078001,0.4578123986721039,0,0
1589287,0.598770260810852,1,1
2183479,0.39226290583610535,0,0
2547020,0.034706518054008484,0,0
2116005,0.41499191522598267,1,1
1025386,0.059612762182950974,0,0
463724,0.1434565931558609,0,0
267370,0.1446581333875656,0,0
1642221,0.529032289981842,0,0
1136648,0.1724144071340561,0,0
1152767,0.4934709966182709,0,0
1151605,0.5231785178184509,1,1
3472803,0.41891664266586304,1,1
1355520,0.11065075546503067,0,0
1516892,0.5557295680046082,1,1
597633,0.4345228374004364,0,0
2743019,0.1515226811170578,0,0
2698854,0.4569879174232483,0,0
2228561,0.2590765655040741,0,1
1924523,0.046298932284116745,0,0
2435787,0.09677892923355103,0,1
1253711,0.027044853195548058,0,0
1403820,0.38732293248176575,1,1
3282408,0.03860717639327049,0,0
237140,0.4671025574207306,1,1
2240233,0.03216252475976944,0,0
127678,0.10081901401281357,0,0
1350324,0.3709864318370819,0,1
2297718,0.5635347366333008,1,1
1523683,0.08797392249107361,0,0
1837886,0.0991976410150528,0,0
506527,0.5031999349594116,1,1
403049,0.48272061347961426,0,1
498193,0.08926444500684738,0,0
3115924,0.08202674239873886,0,0
2060188,0.07968149334192276,0,0
1900144,0.5129826068878174,0,0
844981,0.0589788518846035,0,0
2225685,0.456786185503006,1,1
2927075,0.041330501437187195,0,0
3631124,0.03548353537917137,0,0
305596,0.4117468297481537,1,1
2975163,0.4910140931606293,0,0
1664270,0.13435418903827667,0,0
1961293,0.031080350279808044,0,0
2732841,0.09867925196886063,0,0
3428735,0.05904592201113701,0,0
2992139,0.04380831867456436,0,0
54459,0.5193785429000854,1,1
221038,0.0729076936841011,0,0
193058,0.1491849571466446,0,0
1006884,0.07905583828687668,0,0
75323,0.06266336888074875,0,0
1314389,0.5671898126602173,0,0
2386096,0.03624913468956947,0,0
1207696,0.032595664262771606,0,0
3260121,0.03357396647334099,0,0
2471553,0.1379970908164978,0,0
3317235,0.1049211323261261,0,0
230925,0.11196192353963852,0,0
724571,0.03382784128189087,0,0
2883559,0.14245609939098358,1,1
223098,0.061413489282131195,0,0
2222999,0.09488196671009064,0,0
215631,0.4353949725627899,1,1
835002,0.04368014261126518,0,0
946133,0.3630301058292389,0,0
3652224,0.3914351761341095,0,0
636100,0.09382807463407516,0,0
875499,0.05262544006109238,0,0
431769,0.0336826853454113,0,0
1403046,0.05580177903175354,0,0
2473625,0.0805341899394989,0,0
699109,0.4593920111656189,0,0
3601905,0.12563784420490265,0,0
2390931,0.2574843466281891,0,0
2143331,0.41202518343925476,0,0
2317891,0.09050238877534866,1,1
3430186,0.0781274288892746,0,0
1045639,0.10364796966314316,0,0
872368,0.10656128078699112,0,0
191571,0.11246438324451447,0,0
706299,0.09803014248609543,0,0
837932,0.12557409703731537,1,1
2860238,0.03099093586206436,0,0
933845,0.09393344819545746,0,0
3375584,0.031093444675207138,0,0
1317899,0.5041348934173584,0,1
2752135,0.037729211151599884,0,0
312558,0.4817640483379364,0,0
1060561,0.29614442586898804,1,1
1309251,0.03567860275506973,0,0
717942,0.047934286296367645,0,0
265565,0.10835780203342438,0,0
1556117,0.10196037590503693,0,0
3480826,0.08926559239625931,0,0
2320954,0.5369908213615417,1,1
1528374,0.12287846207618713,0,0
2157464,0.5498155951499939,1,1
159464,0.15529713034629822,1,1
3368162,0.046990908682346344,0,0
3484545,0.0798833817243576,0,0
2852872,0.10364879667758942,0,0
1689959,0.11506979912519455,0,0
3400152,0.5399570465087891,1,1
742192,0.033471882343292236,0,0
1978428,0.028759790584445,0,0
2522713,0.47561484575271606,1,1
2400193,0.09404364973306656,0,0
1411551,0.12998925149440765,0,0
722030,0.10193578153848648,0,0
644526,0.0306185744702816,0,0
509318,0.5618144869804382,0,0
1644069,0.4644826352596283,0,0
1695071,0.26897841691970825,1,1
1949876,0.05798272043466568,0,0
1285776,0.03403497114777565,0,0
1569198,0.3959381878376007,0,0
925948,0.09746373444795609,0,0
507501,0.3599828779697418,1,1
1673856,0.09673017263412476,0,0
296583,0.07290787994861603,0,0
2727421,0.08884729444980621,0,0
3128719,0.03452460467815399,0,0
665646,0.03535846993327141,0,0
2126029,0.03158809244632721,0,0
2170748,0.3788410425186157,1,1
2818443,0.12051274627447128,0,0
1708155,0.41788873076438904,0,0
404005,0.09292090684175491,0,0
3280461,0.1657785177230835,0,0
924361,0.11893881857395172,0,0
1518426,0.08831603825092316,0,0
3272922,0.04569736123085022,0,0
1109401,0.035627301782369614,0,0
2584631,0.08576992899179459,0,0
2221929,0.1591947078704834,0,0
1022455,0.3727562427520752,0,0
3600063,0.5497575998306274,0,0
1302777,0.033159077167510986,0,0
158144,0.07976292073726654,0,0
131860,0.09387753158807755,0,0
2108746,0.04801894724369049,0,0
834626,0.08998395502567291,0,0
1437180,0.10674313455820084,0,0
2640591,0.03204912319779396,0,0
558782,0.054457128047943115,0,0
869745,0.029337448999285698,0,0
5866,0.43011733889579773,0,0
1209970,0.034803856164216995,0,0
1851548,0.08489692956209183,0,0
521071,0.08688157796859741,0,0
749005,0.6932886242866516,1,1
1253695,0.09224216639995575,0,0
706435,0.10162350535392761,0,0
172688,0.5640302300453186,0,0
3595953,0.47248098254203796,1,1
2103077,0.10132136195898056,0,0
989189,0.03144923597574234,0,0
3194811,0.08489563316106796,0,0
2656604,0.11346499621868134,0,0
214768,0.43093547224998474,1,1
3302345,0.4602920711040497,0,0
117782,0.10766883194446564,0,0
3039055,0.06816735118627548,0,0
837828,0.5120919346809387,1,1
3595243,0.4511004090309143,1,1
396778,0.5629284977912903,1,1
2233899,0.0358283631503582,0,0
1604829,0.5744200348854065,1,1
769276,0.11968537420034409,0,0
984771,0.5404146313667297,0,0
234287,0.44026491045951843,0,0
2043342,0.3987151086330414,1,1
3232058,0.41152313351631165,1,1
779379,0.03144067898392677,0,0
371276,0.02861853316426277,0,0
2558666,0.5116100311279297,1,1
3323487,0.45773476362228394,1,1
2216800,0.030391721054911613,0,0
2951385,0.0702672079205513,0,0
1472071,0.03063373640179634,0,0
1133707,0.4784463047981262,1,1
1894794,0.10929834097623825,0,0
2393873,0.474136620759964,1,1
3124908,0.5106552839279175,0,1
2519245,0.18193039298057556,0,0
382745,0.44447124004364014,1,1
519581,0.4874885380268097,0,0
663409,0.5438293814659119,0,0
1449478,0.06748886406421661,0,0
2369645,0.0398891344666481,0,0
1421366,0.41620299220085144,1,1
2086779,0.1111091896891594,0,0
1322709,0.09601795673370361,0,0
352985,0.0924159362912178,0,0
3347073,0.04957214370369911,0,0
3145648,0.08064258098602295,0,0
2517356,0.08454775810241699,0,0
1819724,0.04128560051321983,0,0
1746675,0.10810279846191406,0,0
2124384,0.04790949821472168,0,0
940035,0.4071860611438751,0,1
1228385,0.39488762617111206,0,0
622444,0.5413119792938232,0,0
3070985,0.5213950276374817,1,1
2928215,0.1549610197544098,0,0
3173495,0.0352567657828331,0,0
1741304,0.34003451466560364,0,0
3504087,0.03269199654459953,0,0
274798,0.4753359854221344,1,1
199116,0.1403164565563202,0,0
333128,0.037178318947553635,0,0
2380363,0.1040770560503006,0,0
2517769,0.08823548257350922,0,0
623043,0.07725600153207779,0,0
410220,0.03180469945073128,0,0
3152179,0.07444161921739578,0,0
1827575,0.519487738609314,0,0
141352,0.5768049359321594,1,1
2492563,0.03632284700870514,0,0
1704857,0.02508976310491562,0,0
2417881,0.038030851632356644,0,0
1180278,0.06689027696847916,0,0
178394,0.03897344321012497,0,0
1408582,0.033082347363233566,0,0
2131703,0.09891867637634277,0,0
1745393,0.0396895594894886,0,0
614156,0.07982861250638962,0,0
1819003,0.3293376863002777,0,0
716495,0.13141462206840515,0,0
1553563,0.1460261046886444,0,0
399856,0.4419914484024048,0,0
2174195,0.4654490649700165,1,1
2704182,0.4587467312812805,0,0
3458700,0.07856519520282745,0,0
1917826,0.4119260311126709,0,0
456119,0.054515987634658813,0,0
1574345,0.04408951476216316,0,0
3323929,0.5207870602607727,0,0
692771,0.12272496521472931,0,0
254898,0.06522881239652634,0,0
2214504,0.4290265440940857,0,0
1661683,0.09010284394025803,0,0
1037524,0.11463518440723419,1,1
275225,0.048394739627838135,0,0
2888290,0.4459741711616516,0,0
1675121,0.09319306910037994,0,0
1010057,0.035722844302654266,0,0
2665165,0.0732186809182167,0,0
80956,0.14727862179279327,0,0
2951267,0.15213438868522644,0,0
1175653,0.08211997151374817,0,0
2567986,0.09137481451034546,0,0
1062909,0.027338411659002304,0,0
1687604,0.08261077851057053,0,0
1344662,0.05221545323729515,0,0
1918699,0.6112080812454224,1,1
3159596,0.5477725863456726,0,0
470589,0.3424318730831146,1,1
1110820,0.5570393800735474,1,1
972395,0.046963296830654144,0,0
1604986,0.4643392264842987,0,0
1074242,0.4395890533924103,0,0
703446,0.1256234347820282,0,0
3401179,0.0920732244849205,0,0
3498472,0.08048056811094284,0,0
682325,0.04451795294880867,0,0
3209916,0.03145212307572365,0,0
1634513,0.4442908465862274,0,0
2972138,0.03606363385915756,0,0
365315,0.5271859765052795,1,1
976670,0.46694883704185486,0,0
8575,0.3422994017601013,0,0
3293925,0.03591383248567581,0,0
2062324,0.4887230098247528,0,0
2059494,0.0864163264632225,0,0
2144194,0.06141681224107742,0,0
3075961,0.0896279588341713,0,0
1669776,0.04572400078177452,0,0
1460705,0.5239002704620361,0,0
616755,0.5279050469398499,1,1
2737485,0.13375426828861237,1,1
1526403,0.0432225801050663,0,0
2867018,0.5511595606803894,0,0
3358101,0.09997737407684326,0,0
1241556,0.5756828784942627,0,0
1004431,0.16084611415863037,0,0
2959897,0.10088510066270828,0,0
252553,0.551712155342102,1,1
675206,0.5444843769073486,0,0
99806,0.07338083535432816,0,0
2812834,0.10591242462396622,0,0
1352547,0.3918215334415436,1,1
3567270,0.13510280847549438,0,0
2192544,0.500937819480896,1,1
2501309,0.3772135376930237,0,0
2976724,0.14801770448684692,0,0
2830640,0.095906563103199,0,0
2284821,0.1110142394900322,1,1
2302285,0.46267223358154297,1,1
3184978,0.03146510571241379,0,0
2689815,0.48515456914901733,0,0
164708,0.5593335628509521,0,0
3630901,0.3217248320579529,0,0
722876,0.039593517780303955,0,0
1849307,0.43284857273101807,0,0
1457158,0.08435177803039551,0,0
2253450,0.10654421150684357,0,0
2178882,0.08939006924629211,0,0
214690,0.13159644603729248,0,0
2497295,0.09833814203739166,0,0
3505081,0.07615766674280167,0,0
2805083,0.035088736563920975,0,0
2288847,0.03793605417013168,0,0
3095905,0.037022002041339874,0,0
23782,0.09916923195123672,0,0
2872004,0.04499339684844017,0,0
457692,0.40480151772499084,1,1
501486,0.0391245111823082,0,0
3633761,0.6000645160675049,1,1
3049044,0.15343187749385834,0,0
2703553,0.4796959459781647,0,0
509852,0.4150257706642151,0,0
564995,0.5345302820205688,0,0
1212776,0.03388497233390808,0,0
1233935,0.04998484253883362,0,0
2845932,0.08688525855541229,0,0
1827282,0.4282244145870209,1,1
2002846,0.024620739743113518,0,0
58777,0.04818644002079964,0,0
3454472,0.44103118777275085,1,1
1982631,0.05182822421193123,0,0
550739,0.02756509743630886,0,0
1880611,0.5207789540290833,0,0
2125233,0.03488403186202049,0,0
2830059,0.17991431057453156,0,0
2788817,0.06564345955848694,0,0
1685865,0.09307289868593216,0,0
3296496,0.10064203292131424,0,0
2743214,0.10032050311565399,0,0
323388,0.4940307140350342,1,1
1037293,0.47924575209617615,0,0
885245,0.02949604205787182,0,0
2497982,0.04640229046344757,0,0
2594679,0.19604626297950745,0,0
3418033,0.4785882234573364,1,1
623759,0.04908638447523117,0,0
3014137,0.48717114329338074,0,0
2691125,0.04182463511824608,0,0
1811894,0.5153241157531738,0,0
1978863,0.08515939116477966,0,0
1490805,0.10183887928724289,0,0
1504020,0.3551751673221588,0,1
1662578,0.5015232563018799,0,0
1026339,0.1609678715467453,0,0
2662965,0.08610749244689941,0,0
533971,0.12274043262004852,0,0
2738822,0.4869055449962616,1,1
1222948,0.034776899963617325,0,0
723367,0.10931496322154999,0,0
548439,0.43406182527542114,0,0
2028546,0.5522220134735107,1,1
2335601,0.5206992626190186,1,1
2253560,0.42524370551109314,0,0
148143,0.07884591817855835,0,0
196948,0.03241867944598198,0,0
252444,0.4620610773563385,1,1
463823,0.08244729042053223,0,0
1401019,0.029811205342411995,0,0
92929,0.04956350475549698,0,0
3079221,0.3492346704006195,0,0
345170,0.40201452374458313,0,0
3095945,0.4408401846885681,0,0
3613842,0.5289320945739746,1,1
1470334,0.05700194835662842,0,0
3541499,0.5812177658081055,1,1
1673917,0.05274078622460365,0,0
80776,0.03695685788989067,0,0
2037295,0.4601897895336151,0,0
730362,0.5189020037651062,0,0
770617,0.08112268894910812,0,0
429144,0.054027676582336426,0,0
2266193,0.5239861607551575,1,1
2891085,0.17063185572624207,0,0
26978,0.037222545593976974,0,0
3041434,0.058267928659915924,0,0
1096450,0.479678213596344,0,0
881510,0.03521861881017685,0,0
59849,0.13099856674671173,0,0
1182629,0.5682086944580078,0,0
2219736,0.030518285930156708,0,0
1189071,0.34282997250556946,1,1
2683611,0.10305469483137131,0,0
3340339,0.4798870384693146,1,1
202872,0.09544360637664795,0,0
2566354,0.033645205199718475,0,0
1533266,0.08930296450853348,0,0
930745,0.5615108609199524,0,0
1446101,0.0950549840927124,0,0
88648,0.08588423579931259,0,0
2899487,0.036735862493515015,0,0
1936179,0.45738741755485535,0,0
2215692,0.09374744445085526,0,0
1526500,0.4838469922542572,0,0
1953714,0.5199552178382874,0,0
1566948,0.09161897003650665,0,0
1439692,0.44588565826416016,1,1
1696994,0.14654412865638733,0,0
1553640,0.45230984687805176,1,1
2241832,0.04247990995645523,0,0
2159302,0.0880923867225647,0,0
2836334,0.037414029240608215,0,0
2303112,0.47087937593460083,1,1
2758031,0.05553309991955757,0,0
181986,0.48073863983154297,1,1
3391842,0.12741859257221222,0,0
3621889,0.45510727167129517,0,0
2117603,0.17622244358062744,0,0
2115613,0.3922327756881714,1,1
20953,0.08274233341217041,0,0
1267322,0.11288424581289291,0,0
1050936,0.0485604926943779,0,0
961974,0.09458141028881073,0,0
1912760,0.46655529737472534,0,0
2904027,0.5077799558639526,0,0
3019585,0.045060548931360245,0,0
2082259,0.11580754816532135,0,0
842601,0.0882132425904274,0,0
2932784,0.030783018097281456,0,0
1711823,0.036918673664331436,0,0
1452390,0.03151027113199234,0,0
237646,0.46359047293663025,1,1
529178,0.469568133354187,0,0
1946705,0.49896615743637085,0,0
3431406,0.10721458494663239,0,0
2330205,0.05054759234189987,0,0
2753633,0.034323759377002716,0,0
722648,0.07407622784376144,0,0
3353001,0.46711650490760803,0,0
2857163,0.09317094087600708,0,0
3236920,0.10041447728872299,0,0
605005,0.10642946511507034,0,0
800137,0.5623148083686829,1,1
2996663,0.10421691834926605,0,0
2972958,0.08295783400535583,0,0
535967,0.03061724081635475,0,0
1223289,0.16614887118339539,0,1
2942863,0.4632117748260498,1,1
1567831,0.46980637311935425,0,0
844886,0.05116618797183037,0,0
1571981,0.5014325380325317,1,1
1865211,0.10110028088092804,0,0
2219640,0.03131099045276642,0,0
370961,0.05391611158847809,0,0
3039173,0.14451539516448975,0,0
321791,0.05023588240146637,0,0
1349274,0.08640304952859879,0,0
3502406,0.11672712117433548,0,0
3421175,0.04612155631184578,0,0
3166184,0.10930556058883667,0,0
800276,0.5038610100746155,0,0
3168898,0.45556023716926575,0,0
328716,0.5181055068969727,1,1
2519533,0.337287575006485,0,0
1254987,0.09995460510253906,0,0
2779884,0.02711709775030613,0,0
89310,0.06538175046443939,0,0
2376688,0.07410608977079391,0,0
3499394,0.04187494516372681,0,0
1638144,0.4053214192390442,0,0
2107688,0.053164705634117126,0,0
1314894,0.4636867940425873,0,0
3221163,0.026028521358966827,0,0
570281,0.035651806741952896,0,0
3323763,0.6075014472007751,1,1
74922,0.10882191359996796,0,0
1352843,0.47449737787246704,0,0
1112909,0.0930538922548294,0,0
1183416,0.10921835154294968,1,1
3421422,0.03485015407204628,0,0
384346,0.5641815662384033,1,1
2828912,0.536830723285675,1,1
2274009,0.07116798311471939,0,0
2331393,0.03497591242194176,0,0
2361751,0.13963864743709564,0,0
3258712,0.13600659370422363,0,0
1586054,0.07656335085630417,0,0
243901,0.49491623044013977,0,0
243152,0.12348651140928268,0,0
96164,0.0590001679956913,0,0
464183,0.030550427734851837,0,0
1108136,0.08773533254861832,0,0
3121370,0.03914672136306763,0,0
3437596,0.09954287856817245,0,0
2989729,0.04860154166817665,0,0
3486682,0.08526132255792618,0,0
873432,0.0947512835264206,0,0
43316,0.114954374730587,0,0
3172364,0.07609762996435165,0,1
2389044,0.10889642685651779,1,1
2495518,0.40781551599502563,0,0
531654,0.5397181510925293,0,0
29655,0.10779227316379547,0,0
1220366,0.6233866214752197,1,1
3481228,0.12033475935459137,0,0
3312856,0.44458308815956116,0,0
611076,0.4030020236968994,0,0
967641,0.09670954197645187,0,0
2769439,0.5529460906982422,0,0
2475996,0.4959518611431122,0,0
2359647,0.09736025333404541,0,0
375120,0.07856540381908417,0,0
1995751,0.03627610206604004,0,0
542651,0.3507204055786133,0,0
18950,0.14891181886196136,0,0
18483,0.4737931489944458,1,1
2305251,0.04277809336781502,0,0
1603704,0.4898889660835266,1,1
1307014,0.0716279074549675,0,0
2212621,0.3918142020702362,0,0
1092377,0.3452429175376892,1,1
2858861,0.09273289889097214,0,0
3232843,0.3970835506916046,0,1
1572474,0.051024019718170166,0,0
3624929,0.046845436096191406,0,0
2165945,0.48027926683425903,0,0
2398186,0.11079728603363037,0,0
725523,0.044737815856933594,0,0
220652,0.37293893098831177,0,0
1369217,0.07869306951761246,0,0
1745072,0.027238084003329277,0,0
2972037,0.05372120812535286,0,0
1808875,0.5640326142311096,0,0
1578722,0.1184311956167221,0,0
3248828,0.03839530795812607,0,0
3510848,0.03586641326546669,0,0
1694504,0.1335374265909195,1,1
1115121,0.5334758758544922,1,1
483080,0.0918014645576477,0,0
1831947,0.3832457959651947,0,1
966957,0.4601978063583374,0,0
1920998,0.03284900635480881,0,0
522703,0.08973299711942673,0,0
2761515,0.06784466654062271,0,0
3597452,0.4516717493534088,0,0
2233118,0.07824409008026123,0,0
985083,0.38441529870033264,0,0
1168427,0.07557936012744904,0,0
2941716,0.11186406016349792,0,0
403858,0.04051600396633148,0,0
2844378,0.10324196517467499,0,0
1300727,0.048151399940252304,0,0
3312979,0.5406538248062134,0,0
2560585,0.07300276309251785,0,0
2197401,0.3506922125816345,0,0
726714,0.16522254049777985,0,0
1807048,0.04352743551135063,0,0
1556725,0.12010127305984497,0,0
730454,0.1900128871202469,0,0
1373550,0.02944992668926716,0,0
3238867,0.031726039946079254,0,0
800256,0.35045862197875977,0,0
2287714,0.4577961266040802,0,0
783211,0.5979940295219421,1,1
3021333,0.06969347596168518,0,0
2379276,0.07140645384788513,0,0
2035145,0.04376623407006264,0,0
2222443,0.06908894330263138,0,0
2112465,0.038725610822439194,0,0
2602009,0.05128128454089165,0,0
678869,0.06968288123607635,0,0
2539199,0.5459370613098145,0,0
562195,0.0768645852804184,0,0
118559,0.02656659483909607,0,0
2178897,0.06575179845094681,0,0
2652765,0.04751325771212578,0,0
2058947,0.11284519731998444,0,0
1568912,0.6373521089553833,0,0
3423125,0.06655673682689667,0,0
2982614,0.048658546060323715,0,0
307236,0.5387675762176514,1,1
1958162,0.13389264047145844,0,0
2379107,0.5242843627929688,0,0
109871,0.1189444437623024,0,0
57687,0.06616949290037155,0,0
437338,0.4975889325141907,0,0
1821221,0.0898628979921341,0,0
1741683,0.03201715648174286,0,0
2133666,0.44767525792121887,1,1
2247940,0.5510754585266113,0,0
529920,0.5772770047187805,0,0
797901,0.036636948585510254,0,0
2467222,0.1459045112133026,1,1
1750748,0.24358803033828735,0,0
1435500,0.03449724242091179,0,0
3214682,0.4805539846420288,0,0
2396953,0.04195743799209595,0,0
257972,0.0489211231470108,0,0
497028,0.11528533697128296,0,0
2875700,0.04595470800995827,0,0
2531691,0.02902025356888771,0,0
2168010,0.03480677679181099,0,0
2737720,0.43173786997795105,1,1
552710,0.16440698504447937,0,0
1877007,0.5110979676246643,1,1
1499754,0.040936365723609924,0,0
441783,0.04646148532629013,0,0
1425408,0.4037390947341919,1,1
3502556,0.10955997556447983,0,0
2821665,0.025802992284297943,0,0
2405434,0.25057852268218994,0,0
2836657,0.08072304725646973,0,0
2772751,0.18435505032539368,0,0
1517215,0.4177904725074768,0,0
647321,0.031281255185604095,0,0
2652076,0.051753368228673935,0,0
318099,0.3542254567146301,0,0
1626276,0.4417800307273865,1,1
1063474,0.46576496958732605,0,0
3005660,0.08938032388687134,0,0
1785348,0.48074984550476074,1,1
2630431,0.5500374436378479,0,0
3591117,0.08821693807840347,0,0
2767916,0.06275410205125809,0,0
1211033,0.028061235323548317,0,0
616753,0.5424752235412598,0,0
1640742,0.4479317367076874,1,1
1013299,0.06104029715061188,0,0
3653401,0.49823805689811707,0,0
3459045,0.5334048867225647,0,0
1753508,0.41720718145370483,1,1
3346607,0.6181005239486694,0,0
1585967,0.5076724886894226,1,1
1665472,0.10589533299207687,0,0
2501585,0.08899854123592377,0,0
465048,0.4584794342517853,0,0
545818,0.46537619829177856,0,0
1786657,0.4809730052947998,1,1
3475946,0.4679555296897888,0,0
1851461,0.07069449126720428,0,0
1020109,0.03970597684383392,0,0
2635261,0.055399090051651,0,0
1927147,0.07940833270549774,0,0
2591086,0.5180253386497498,1,1
100279,0.028018221259117126,0,0
2240341,0.48616719245910645,0,1
1750721,0.5971145033836365,1,1
3415620,0.0288738701492548,0,0
785816,0.4934426248073578,0,0
62621,0.030086113139986992,0,0
3188625,0.06779317557811737,0,0
2251407,0.03347581624984741,0,0
2593124,0.4832681119441986,0,0
2182341,0.4505586624145508,0,1
2554437,0.0729699358344078,0,0
203888,0.3502693772315979,0,0
2877388,0.0297393761575222,0,0
320258,0.0459974929690361,0,0
3529535,0.08299672603607178,0,0
3249112,0.04176764935255051,0,0
3323483,0.5454254746437073,0,0
1795118,0.06919742375612259,0,0
1357596,0.0882708951830864,0,0
787532,0.5457736849784851,0,0
1398556,0.5088384747505188,0,1
1914598,0.1044023334980011,1,1
2030140,0.10768379271030426,0,0
3205729,0.04585450887680054,0,0
340717,0.12506519258022308,0,0
459614,0.10447881370782852,0,0
1678443,0.5783886909484863,0,1
908338,0.044269461184740067,0,0
1369103,0.05639030784368515,0,0
1387350,0.5060802102088928,0,0
3312434,0.043979462236166,0,0
2073976,0.02708551660180092,0,0
192793,0.3638787567615509,0,0
2307841,0.04583127796649933,0,0
31283,0.48152807354927063,1,1
757939,0.034459684044122696,0,0
2296129,0.12310804426670074,0,0
1981746,0.033499639481306076,0,0
2923060,0.13871146738529205,0,0
2264520,0.4255784749984741,0,0
192924,0.036009207367897034,0,0
555259,0.42009076476097107,0,0
325778,0.5004483461380005,0,0
1686712,0.0770832896232605,0,0
2152479,0.49652454257011414,1,1
2376200,0.38592228293418884,0,0
399664,0.08057750761508942,0,0
1134646,0.22514760494232178,0,0
2340526,0.03916245698928833,0,0
444132,0.08897079527378082,0,0
1902752,0.08569524437189102,0,0
820532,0.46912479400634766,0,0
